dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,value,baseline_value,trade_spend_total,trade_spend_incl_cogs,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,number_of_records,PPI,BP,FEDI,DISO,FEAO
SPIRITS OTHERS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,37947389.31,37835592.45,105036.1109,105036.1109,0,0,0,0,0,0,122334,1864,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,2027619.002,1776238.425,446790.5847,130335.1848,2489,333,378,2522,-120952.6226,316455.3999,2522,1240,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,24280.987,27564.737,2370.757441,-378.9767043,44,7,7,50,-3318.199202,2749.734145,50,50,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,2555676.107,1299177.864,887228.1004,424111.6602,2485,428,690,2520,173051.05,463116.4403,2520,1332,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,40276694.02,40061855.15,137650.4251,137650.4251,0,0,0,0,0,0,125163,2065,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,2146612.057,1844190.071,490893.0871,150249.2536,2953,290,304,2985,-115269.9532,340643.8335,2985,1355,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,14424.563,17856.142,1534.030562,-599.0130692,36,4,3,40,-3031.563235,2133.043631,40,38,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPIRITS OTHERS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,2369041.399,1239343.667,802106.1016,382161.9587,2714,423,580,2755,153298.7952,419944.1429,2755,1398,-2.38924379,-2.253690463,0.296208383,0.123875671,0.228217436
SPORTS DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,29375840.75,29428853.12,71924.62486,71924.62486,0,0,0,0,0,0,398135,7090,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,4459534.543,3657443.544,1288790.593,418268.6785,21853,4720,4600,22167,-243118.8964,870521.9141,22167,9740,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,140193.765,185508.207,16479.59475,-8079.303442,620,136,153,763,-36677.85336,24558.89819,763,692,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,9549233.803,3895603.911,4460131.264,2093017.925,29977,8311,10009,30281,772413.5495,2367113.339,30281,12875,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,27577610.83,27523216.4,93702.02789,93702.02789,0,0,0,0,0,0,387363,6827,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,4229915.102,3536632.121,1210564.243,381575.1182,20484,4360,3668,20740,-256626.4472,828989.1246,20740,8923,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,85394.206,103901.636,10433.81162,-2686.973106,452,114,89,557,-17151.24438,13120.78472,557,519,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,7167473.542,3032981.093,3295651.708,1536694.871,26360,6792,8185,26613,546085.4705,1758956.836,26613,11430,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,31905113.66,31885731.84,101213.7259,101213.7259,0,0,0,0,0,0,383348,6577,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,4659808.185,3844019.841,1399723.835,450501.2957,18881,3523,3347,19109,-273470.5957,949222.5393,19109,8240,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,90253.116,109769.977,11297.52989,-2588.2888,385,80,45,455,-17768.25189,13885.81869,455,411,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
SPORTS DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,9015013.187,3855792.998,4185265.048,1938818.62,23885,5758,6986,24112,661781.5031,2246446.427,24112,10481,-2.718372108,-1.716765183,0.362214802,0.246660428,0.193482016
STAIN REMOVERS,2013,Hyper+Super Markets,HOMECARE,,21.403,21.404,0,0,0,0,0,0,0,0,12,1,#N/A,#N/A,#N/A,#N/A,#N/A
STAIN REMOVERS,2015,Hyper+Super Markets,HOMECARE,,1255.97,1254.618,0.7023367,0.7023367,0,0,0,0,0,0,204,4,#N/A,#N/A,#N/A,#N/A,#N/A
STAIN REMOVERS,2015,Hyper+Super Markets,HOMECARE,>1,56.747,13.507,28.50258249,14.92381124,1,0,0,1,8.80694561,13.57877125,1,1,#N/A,#N/A,#N/A,#N/A,#N/A
SUGAR,2013,Hyper+Super Markets,FOOD - AMBIENT,,195787591.3,196613269,82495.61451,82495.61451,0,0,0,0,0,0,498113,7014,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,5098064.734,4643704.632,1142760.306,300828.089,9946,741,1120,10025,-390690.0838,841932.2173,10025,4311,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,18356.048,21375.522,2406.195724,-316.3771486,71,15,16,92,-3197.138595,2722.572872,92,91,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,5556981.082,2064199.527,2454444.799,1212509.519,5798,675,988,5840,576828.9974,1241935.281,5840,3140,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2014,Hyper+Super Markets,FOOD - AMBIENT,,177392111.8,178635006.2,109359.7964,109359.7964,0,0,0,0,0,0,518256,7916,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,8504004.662,7961092.444,1901585.393,464754.4033,12259,892,1318,12329,-739699.3845,1436830.989,12329,5131,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,63447.95,75387.37,9843.627339,-1057.659788,87,23,20,121,-12487.77681,10901.28713,121,117,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,7182423.973,2775419.756,3272426.914,1581875.484,6397,857,1038,6448,682261.7954,1690551.43,6448,3519,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2015,Hyper+Super Markets,FOOD - AMBIENT,,165852819.1,165601345.1,370906.0873,370906.0873,0,0,0,0,0,0,547593,8661,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,6673493.187,6038825.083,1586575.996,435025.4218,12318,858,1242,12411,-499012.4413,1151550.574,12411,5386,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,24523.366,29232.016,3319.103965,-556.6305956,102,30,17,138,-4710.680454,3875.73456,138,133,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,5424837.796,2438505.099,2281329.931,1078735.647,6262,905,1040,6335,415509.1865,1202594.284,6335,3557,-1.619141556,-1.111803709,0.369830562,0.130130063,0.12866637
SUGAR SPECIALITIES,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,,33700474.78,32430210.44,472147.5613,472147.5613,0,0,0,0,0,0,554361,20770,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,4314085.899,3080624.152,2360452.59,804224.183,17992,2457,953,18268,-349892.1322,1556228.407,18268,12431,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,40878.079,55178.374,5161.187099,-2152.556982,244,31,23,277,-10542.57955,7313.744081,277,265,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,9061408.147,3783546.235,4240059.942,1988054.479,21695,3855,2205,22019,730076.2555,2252005.463,22019,14213,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,,37220566.64,35794206.65,530691.6737,530691.6737,0,0,0,0,0,0,594334,23449,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,4537162.736,3234075.238,2385605.154,819539.6965,22998,2475,996,23198,-336755.9129,1566065.458,23198,14940,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,53808.315,68861.846,7236.141477,-2112.698767,255,25,18,285,-12517.88839,9348.840244,285,283,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,9549571.467,3975763.583,4481881.123,2101145.636,24503,3616,2290,24798,770982.9672,2380735.487,24798,15667,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,,41238443.07,39028699.9,755861.1892,755861.1892,0,0,0,0,0,0,686094,27208,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,4972337.873,3543729.943,2599037.972,893902.8351,25916,2554,1221,26150,-364280.8842,1705135.137,26150,16826,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,53207.942,86729.8,3705.961382,-6566.768007,165,41,12,209,-20122.8814,10272.72939,209,205,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUGAR SPECIALITIES,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,9363488.848,4071922.304,4095386.637,1938426.372,28146,3693,2749,28544,750679.2922,2156960.265,28544,17891,-1.478689562,-0.700572967,0.467792891,0.171303086,0.522393686
SUN PROTECTION,2013,Hyper+Super Markets,HBA,,43673764.18,42311496.5,455430.6035,455430.6035,0,0,0,0,0,0,1180809,27548,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2013,Hyper+Super Markets,HBA,0-1,3952048.869,3176399.499,1264187.285,419386.4926,22969,4432,3078,23867,-215721.0534,844800.7923,23867,16524,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2013,Hyper+Super Markets,HBA,<0,105989.024,140594.376,11255.88485,-5547.243118,1092,129,112,1215,-25123.99264,16803.12797,1215,1181,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2013,Hyper+Super Markets,HBA,>1,8857261.691,4323716.211,3429149.695,1627931.232,38842,8299,5512,39915,640678.3866,1801218.462,39915,23797,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2014,Hyper+Super Markets,HBA,,39341831.16,38512968.62,321919.7025,321919.7025,0,0,0,0,0,0,1175827,27290,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2014,Hyper+Super Markets,HBA,0-1,4252442.97,3491223.172,1295489.169,422564.6022,28026,5958,3117,29135,-239077.6638,872924.5672,29135,19594,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2014,Hyper+Super Markets,HBA,<0,125212.14,165863.575,13429.02269,-6342.651758,1383,180,119,1538,-29285.65208,19771.67445,1538,1478,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2014,Hyper+Super Markets,HBA,>1,9652935.68,4822693.674,3622330.139,1724180.685,42695,9139,5547,43790,688121.5732,1898149.454,43790,25220,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2015,Hyper+Super Markets,HBA,,46157773.61,44994703.22,423309.4788,423309.4788,0,0,0,0,0,0,1307490,28858,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2015,Hyper+Super Markets,HBA,0-1,3812629.839,3100826.682,1201923.721,398840.3622,28087,3981,2780,28857,-204822.8151,803083.3585,28857,19059,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2015,Hyper+Super Markets,HBA,<0,103773.629,136129.982,10511.82564,-5080.320127,1124,80,61,1213,-23212.62595,15592.14576,1213,1157,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SUN PROTECTION,2015,Hyper+Super Markets,HBA,>1,9924447.357,4960032.997,3800044.531,1800580.951,43305,7538,4408,44101,701407.8472,1999463.579,44101,25185,-1.175799616,-1.088948084,0.254753926,0.120320898,0.244369111
SWEET BISCUITS,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,,984895438.4,967779775.1,6867200.168,6867200.168,0,0,0,0,0,0,7576934,138923,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,87062559.09,66994461.44,32008049.95,10920148.55,227929,27408,35081,230981,-4707678.572,21087901.4,230981,108220,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,845445.952,1217672.382,65923.49706,-71045.97051,2723,484,366,3259,-243538.4233,136969.4676,3259,3078,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,298162030.4,107135572.7,153358369.1,71886951.21,409150,105368,124148,413138,26359008.94,81471417.87,413138,190286,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,,992030669.1,975743381.1,6961871.651,6961871.651,0,0,0,0,0,0,7878981,147796,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,100463683.7,78584780.4,34791499.95,11787066.5,282985,31777,37954,286036,-5323833.708,23004433.46,286036,125377,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,1065292.346,1573307.271,79512.44668,-97014.42555,3088,547,426,3705,-322048.5106,176526.8722,3705,3499,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,318175150.8,116643667.2,162145497.2,75888623.79,468958,115309,136588,473227,27576062.27,86256873.41,473227,209520,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,,1014687578,998093462.7,7230778.914,7230778.914,0,0,0,0,0,0,8440486,164594,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,109405493.4,86951349.11,36438822.32,12157801.72,302414,34966,39196,305784,-6044318.022,24281020.6,305784,132644,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,1049860.558,1526677.277,74367.86135,-90841.79857,3238,601,456,3891,-301472.3578,165209.6599,3891,3571,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET BISCUITS,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,300774624.5,113143750.9,151688408,70811435.86,478096,117473,134184,483305,25340181.67,80876972.12,483305,212869,-3.184644384,-2.032405395,0.49055271,0.323183906,0.255893727
SWEET SPREADS,2013,Hyper+Super Markets,FOOD - AMBIENT,,186142684.7,178021306.5,2448281.353,2448281.353,0,0,0,0,0,0,396577,6596,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,7561532.286,6243792.29,2052802.668,651143.5224,8933,1737,1523,9152,-424943.8624,1401659.146,9152,4937,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,213253.932,303261.58,13045.05625,-17818.50936,158,40,17,198,-57591.32966,30863.56562,198,179,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,43015598.98,11989261.31,22611873.19,11099304.45,11902,4302,3555,12134,5136387.945,11512568.73,12134,6709,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2014,Hyper+Super Markets,FOOD - AMBIENT,,190428190,190062668.5,469777.9509,469777.9509,0,0,0,0,0,0,412559,6828,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,9347677.763,7680018.633,2595113.822,831815.0565,10302,1860,1393,10493,-515576.1807,1763298.765,10493,5507,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,273952.744,361514.944,26198.52818,-15394.43521,185,38,19,225,-64684.61621,41592.96339,225,213,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,51351889.83,13089575.91,29212340.85,14082026.22,13669,5200,4027,13928,5992724.712,15130314.62,13928,7330,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2015,Hyper+Super Markets,FOOD - AMBIENT,,180932962.6,180050415.3,632436.4178,632436.4178,0,0,0,0,0,0,462045,8124,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,9198926.808,7757591.016,2434076.15,752046.842,12057,2009,1485,12274,-553959.0449,1682029.308,12274,5809,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,294709.207,362800.133,33091.1088,-11342.05372,174,41,18,219,-61446.2431,44433.16252,219,201,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SWEET SPREADS,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,58090108.61,15594873.14,31910090.31,15462391.38,15385,5743,4995,15617,6745888.146,16447698.93,15617,8162,-3.959931833,-2.488594499,0.460284027,0.202126304,0.306607643
SYRUPS/CONCENTRATES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,18026563.55,17910947.98,62325.66522,62325.66522,0,0,0,0,0,0,359281,7611,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,1055061.895,906599.683,280063.4365,85718.38397,6489,613,714,6571,-65767.47663,194345.0526,6571,4325,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,13112.395,16696.685,1568.802629,-558.5577431,151,7,8,161,-2965.196987,2127.360372,161,155,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,1651005.858,728834.526,704591.6935,335062.7834,6456,837,1068,6532,133065.265,369528.9101,6532,4355,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,16096456.31,16068391.66,37887.06204,37887.06204,0,0,0,0,0,0,382148,8048,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,968376.364,815719.414,288284.5368,90785.46079,7139,582,673,7222,-61320.8848,197499.076,7222,4365,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,12458.764,16340.977,1204.844313,-680.5166061,163,16,16,179,-2906.135829,1885.36092,179,175,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,1193081.279,556829.346,504845.5588,235803.5322,6618,827,928,6708,84663.27169,269042.0266,6708,4161,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,19139368.73,19033623.81,59170.60038,59170.60038,0,0,0,0,0,0,391457,8177,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,1033628.217,856544.031,295991.6977,95751.1647,6378,440,724,6459,-56613.78591,200240.533,6459,4283,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,16269.186,19410.762,1756.221804,-403.8947656,119,7,14,132,-2765.958718,2160.116569,132,131,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
SYRUPS/CONCENTRATES,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,1061612.578,533065.926,403161.4651,189727.1914,5757,595,845,5847,71156.51331,213434.2738,5847,3863,-1.404296115,-0.99022682,0.372150833,0.230503522,0.096888271
TEA,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,77207859.55,70650850.32,1857019.579,1857019.579,0,0,0,0,0,0,934459,13851,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,6945691.299,5421972.034,2396911.116,816048.2602,31122,2542,6459,31466,-356790.4656,1580862.856,31466,13592,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,65741.872,95435.223,853.1227552,-5930.051081,401,30,39,445,-15678.25046,6783.173836,445,384,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,10108285.98,4225889.702,4554886.379,2163915.096,37165,4348,9980,37566,854901.3609,2390971.283,37566,15999,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,78222213.34,71964232.45,1797668.468,1797668.468,0,0,0,0,0,0,947096,14096,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,8531075.256,6728591.663,2880676.32,969614.8355,37258,2626,6723,37566,-456639.2311,1911061.484,37566,15012,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,79953.009,108746.423,4744.554665,-4863.955533,437,44,50,500,-16904.4435,9608.510198,500,438,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,10645286.58,4582102.348,4761514.582,2243936.727,39929,4141,9880,40269,848327.2354,2517577.855,40269,16411,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,82772465.5,76334588.09,1868707.307,1868707.307,0,0,0,0,0,0,962304,15212,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,10232243.75,8302329.079,3207293.167,1051578.083,40219,2843,6580,40532,-578347.9589,2155715.084,40532,15208,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,78777.577,103818.274,6476.966998,-4150.150682,382,44,56,455,-16852.3437,10627.11768,455,398,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,10876846.9,4713136.799,4882477.426,2290559.472,38103,4341,8625,38429,843921.2549,2591917.954,38429,15147,-2.289399728,-1.434461476,0.488886568,0.240264272,0.202770923
TEA SOFT DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,188158001.2,182202374.8,1957364.104,1957364.104,0,0,0,0,0,0,1197405,22226,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,22466755.83,16369662.12,9574112.741,3345455.876,53379,9952,10909,54092,-1210473.051,6228656.865,54092,25148,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,290476.361,402702.544,31048.23902,-19631.3153,845,163,151,1022,-80126.52727,50679.55432,1022,908,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,38451166.16,13413603.74,21127862.72,9742920.122,60692,18244,18324,61517,3229437.584,11384942.6,61517,28744,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
